"","StationaryDistribution","GOP","Membership","QuantileSR.10","QuantileSR.25","QuantileSR.35","QuantileSR.45","QuantileSR.50","QuantileSR.65","QuantileSR.75","QuantileSR.85","QuantileSR.95","Name","Exchange","Category.Name","Country"
"SK3.IR",0.005,0.025,1,-0.034,-0.016,-0.008,0,0.006,0.019,0.029,0.042,0.079,"Smurfit Kappa Group plc","ISE","","Ireland"
"CRG.IR",0.007,0.032,1,-0.042,-0.017,-0.01,-0.002,0.001,0.012,0.019,0.03,0.057,"CRH plc","ISE","","Ireland"
"^ISEQ",0.008,0.035,1,-0.037,-0.017,-0.008,-0.002,0.001,0.013,0.021,0.032,0.061,"-","-","-","-"
"EI.PA",0.006,0.028,1,-0.03,-0.012,-0.007,0.001,0.005,0.013,0.021,0.034,0.061,"Essilor International Société Anonyme","PAR","Medical Instruments & Supplies","France"
"LR.PA",0.008,0.035,1,-0.031,-0.014,-0.006,0.002,0.005,0.016,0.025,0.035,0.065,"Legrand SA","PAR","Diversified Machinery","France"
"VIE.PA",0.007,0.031,1,-0.035,-0.015,-0.005,0.002,0.008,0.018,0.028,0.041,0.081,"Veolia Environnement S.A.","PAR","Waste Management","France"
"VIV.PA",0.007,0.032,1,-0.037,-0.021,-0.015,-0.007,-0.004,0.009,0.017,0.028,0.057,"Vivendi SA","PAR","Wireless Communications","France"
"ORA.PA",0.007,0.03,1,-0.04,-0.018,-0.01,-0.004,-0.001,0.012,0.023,0.037,0.065,"Orange S.A.","PAR","","France"
"BN.PA",0.006,0.029,1,-0.036,-0.018,-0.009,-0.002,0.001,0.013,0.021,0.032,0.052,"Danone","PAR","Food - Major Diversified","France"
"CA.PA",0.005,0.026,1,-0.056,-0.031,-0.025,-0.016,-0.009,0.005,0.018,0.038,0.072,"Carrefour SA","PAR","Grocery Stores","France"
"^STOXX",0.011,0.042,1,-0.037,-0.014,-0.004,0.003,0.006,0.015,0.025,0.034,0.071,"-","-","-","-"
"^STOXX50E",0.011,0.04,1,-0.045,-0.014,-0.005,0.002,0.005,0.015,0.022,0.035,0.057,"-","-","-","-"
"^SPEUP",0.007,0.031,1,-0.024,-0.013,-0.002,0.005,0.007,0.017,0.026,0.042,0.071,"-","-","-","-"
"RAM.LS",0.005,0.022,1,-0.034,-0.018,-0.007,0,0.002,0.015,0.027,0.042,0.08,"F. Ramada Investimentos, SGPS, S.A.","LIS","","Portugal"
"CTT.LS",0.006,0.028,1,-0.049,-0.026,-0.015,-0.008,-0.004,0.007,0.013,0.02,0.041,"CTT - Correios De Portugal, S.A.","LIS","","Portugal"
"BCP.LS",0.006,0.027,1,-0.038,-0.022,-0.011,-0.005,0.001,0.013,0.025,0.042,0.08,"Banco Comercial Português, S.A.","LIS","","Portugal"
"NOS.LS",0.005,0.025,1,-0.052,-0.019,-0.011,-0.006,-0.002,0.008,0.015,0.024,0.049,"NOS, S.G.P.S., S.A.","LIS","","Portugal"
"EDPR.LS",0.005,0.023,1,-0.031,-0.012,-0.003,0.003,0.005,0.016,0.025,0.037,0.077,"EDP Renováveis, S.A.","LIS","","Portugal"
"GALP.LS",0.005,0.025,1,-0.031,-0.01,-0.003,0.005,0.008,0.019,0.027,0.039,0.067,"Galp Energia, SGPS, S.A.","LIS","","Portugal"
"SEM.LS",0.007,0.032,1,-0.052,-0.021,-0.01,0,0.004,0.018,0.026,0.037,0.059,"Semapa - Sociedade de Investimento e GestÃ£o, SGPS, S.A.","LIS","","Portugal"
"PHR.LS",0.005,0.025,1,-0.052,-0.026,-0.019,-0.012,-0.008,0.003,0.015,0.027,0.059,"Pharol, SGPS S.A.","LIS","","Portugal"
"SONC.LS",0.006,0.025,1,-0.041,-0.018,-0.01,-0.003,0.001,0.019,0.027,0.039,0.079,"SC, SGPS, SA","LIS","","Portugal"
"IBS.LS",0.005,0.025,1,-0.027,-0.015,-0.009,-0.003,-0.001,0.008,0.018,0.029,0.072,"Ibersol, S.G.P.S., S.A.","LIS","","Portugal"
"JMT.LS",0.005,0.025,1,-0.042,-0.022,-0.014,-0.007,-0.004,0.006,0.015,0.029,0.059,"Jerónimo Martins, SGPS, S.A.","LIS","","Portugal"
"ABE.MC",0.005,0.021,1,-0.034,-0.016,-0.006,0,0.002,0.017,0.024,0.032,0.064,"Abertis Infraestructuras, S.A.","MCE","General Contractors","Spain"
"TEF.MC",0.01,0.042,1,-0.056,-0.029,-0.022,-0.012,-0.008,0.005,0.013,0.023,0.047,"Telefónica, S.A.","MCE","Wireless Communications","Spain"
"MRL.MC",0.006,0.029,1,-0.035,-0.017,-0.008,0.002,0.004,0.017,0.023,0.036,0.053,"Merlin Properties Socimi, S.A.","MCE","","Spain"
"ITX.MC",0.007,0.03,1,-0.048,-0.023,-0.015,-0.009,-0.004,0.01,0.018,0.029,0.052,"Industria de Diseño Textil, S.A.","MCE","Apparel Stores","Spain"
"GAS.MC",0.005,0.026,1,-0.043,-0.018,-0.01,0.001,0.007,0.019,0.029,0.04,0.083,"Gas Natural SDG, S.A.","MCE","Gas Utilities","Spain"
"ACS.MC",0.008,0.038,1,-0.045,-0.017,-0.01,-0.002,0.001,0.015,0.023,0.042,0.082,"ACS, Actividades de Construcción y Servicios, S.A.","MCE","General Contractors","Spain"
"MEL.MC",0.006,0.029,1,-0.044,-0.026,-0.016,-0.006,-0.001,0.009,0.015,0.024,0.05,"Meliá Hotels International, S.A.","MCE","","Spain"
"IAG.MC",0.006,0.028,1,-0.03,-0.008,-0.004,0.002,0.004,0.015,0.023,0.037,0.059,"International Consolidated Airlines Group, S.A.","MCE","","Spain"
"GRF.MC",0.007,0.031,1,-0.042,-0.017,-0.008,-0.002,0.003,0.011,0.02,0.035,0.058,"Grifols, S.A.","MCE","Biotechnology","Spain"
"MTS.MC",0.006,0.028,1,-0.032,-0.015,-0.007,0.001,0.003,0.016,0.026,0.038,0.076,"ArcelorMittal","MCE","Steel & Iron","Spain"
"AMS.MC",0.006,0.029,1,-0.036,-0.014,-0.005,0.006,0.013,0.024,0.033,0.044,0.084,"Amadeus IT Group, S.A.","MCE","Information Technology Services","Spain"
"FER.MC",0.008,0.038,1,-0.048,-0.023,-0.014,-0.003,0,0.011,0.019,0.032,0.059,"Ferrovial, S.A.","MCE","Heavy Construction","Spain"
"ACX.MC",0.007,0.031,1,-0.039,-0.017,-0.008,-0.003,0.001,0.012,0.019,0.03,0.051,"Acerinox, S.A.","MCE","Steel & Iron","Spain"
"VIS.MC",0.007,0.032,1,-0.028,-0.014,-0.005,-0.001,0.002,0.012,0.021,0.031,0.05,"Viscofan, S.A.","MCE","Food - Major Diversified","Spain"
"DIA.MC",0.007,0.034,1,-0.07,-0.038,-0.024,-0.014,-0.011,0,0.006,0.016,0.047,"Distribuidora Internacional de Alimentación, S.A.","MCE","","Spain"
"TRE.MC",0.005,0.025,1,-0.043,-0.021,-0.015,-0.008,-0.003,0.011,0.021,0.036,0.067,"Técnicas Reunidas, S.A.","MCE","General Contractors","Spain"
"FRE.DE",0.006,0.029,1,-0.04,-0.022,-0.013,-0.005,0,0.011,0.018,0.027,0.058,"Fresenius SE & Co. KGaA","GER","Hospitals","Germany"
"DPW.DE",0.007,0.033,1,-0.043,-0.02,-0.011,-0.004,0.001,0.016,0.024,0.036,0.053,"Deutsche Post AG","GER","Air Delivery & Freight Services","Germany"
"VNA.DE",0.006,0.029,1,-0.027,-0.008,-0.001,0.003,0.007,0.016,0.02,0.034,0.065,"Vonovia SE","GER","","Germany"
"ADS.DE",0.005,0.023,1,-0.043,-0.022,-0.014,-0.008,-0.004,0.009,0.02,0.029,0.064,"Adidas AG","GER","Textile - Apparel Footwear & Accessories","Germany"
"IFX.DE",0.008,0.036,1,-0.029,-0.014,-0.004,0.003,0.008,0.019,0.025,0.042,0.074,"Infineon Technologies AG","GER","Semiconductor - Broad Line","Germany"
"DB1.DE",0.005,0.024,1,-0.031,-0.011,-0.004,0.001,0.006,0.018,0.029,0.044,0.064,"Deutsche Börse Aktiengesellschaft","GER","Asset Management","Germany"
"DTE.DE",0.007,0.03,1,-0.046,-0.024,-0.018,-0.011,-0.007,0.006,0.016,0.026,0.047,"Deutsche Telekom AG","GER","Wireless Communications","Germany"
"LHA.DE",0.007,0.031,1,-0.033,-0.015,-0.007,0.001,0.006,0.015,0.023,0.035,0.059,"Deutsche Lufthansa Aktiengesellschaft","GER","Major Airlines","Germany"
"EG7.IR",0.005,0.023,2,-0.031,-0.015,-0.006,-0.002,0,0.012,0.021,0.033,0.072,"FBD Holdings plc","ISE","","Ireland"
"GLE.PA",0.009,0.04,2,-0.052,-0.031,-0.02,-0.012,-0.008,0.004,0.016,0.033,0.05,"Societe Generale Group","PAR","Money Center Banks","France"
"ACA.PA",0.008,0.034,2,-0.051,-0.027,-0.017,-0.009,-0.004,0.007,0.017,0.025,0.062,"Credit Agricole S.A.","PAR","Money Center Banks","France"
"EN.PA",0.008,0.038,2,-0.043,-0.02,-0.012,-0.003,0.005,0.016,0.024,0.036,0.067,"Bouygues SA","PAR","General Contractors","France"
"BNP.PA",0.011,0.043,2,-0.051,-0.024,-0.017,-0.01,-0.004,0.009,0.016,0.028,0.075,"BNP Paribas SA","PAR","Money Center Banks","France"
"SON.LS",0.006,0.029,2,-0.035,-0.018,-0.011,-0.002,0.001,0.012,0.019,0.03,0.052,"Sonae, SGPS, S.A.","LIS","","Portugal"
"CABK.MC",0.007,0.033,2,-0.034,-0.02,-0.012,-0.007,-0.004,0.008,0.018,0.028,0.057,"CaixaBank, S.A.","MCE","","Spain"
"SAN.MC",0.012,0.05,2,-0.041,-0.02,-0.014,-0.008,-0.004,0.008,0.019,0.028,0.064,"Banco Santander, S.A.","MCE","Money Center Banks","Spain"
"MAP.MC",0.007,0.031,2,-0.039,-0.022,-0.013,-0.005,-0.003,0.009,0.018,0.03,0.05,"Mapfre, S.A.","MCE","Accident & Health Insurance","Spain"
"BBVA.MC",0.01,0.043,2,-0.039,-0.019,-0.013,-0.007,-0.003,0.007,0.014,0.023,0.045,"Banco Bilbao Vizcaya Argentaria, S.A.","MCE","Money Center Banks","Spain"
"BKT.MC",0.009,0.041,2,-0.039,-0.019,-0.012,-0.005,0,0.013,0.021,0.034,0.057,"Bankinter, S.A.","MCE","Money Center Banks","Spain"
"SAB.MC",0.009,0.038,2,-0.038,-0.024,-0.017,-0.008,-0.006,0.005,0.011,0.024,0.057,"Banco de Sabadell, S.A.","MCE","Money Center Banks","Spain"
"^IBEX",0.016,0.067,2,-0.039,-0.019,-0.011,-0.004,0,0.013,0.022,0.034,0.066,"-","-","-","-"
"CBK.DE",0.007,0.032,2,-0.043,-0.021,-0.012,-0.003,0.001,0.011,0.018,0.026,0.047,"Commerzbank AG","GER","Money Center Banks","Germany"
"DBK.DE",0.006,0.029,2,-0.048,-0.025,-0.015,-0.009,-0.007,0.009,0.018,0.028,0.051,"Deutsche Bank Aktiengesellschaft","GER","Money Center Banks","Germany"
"PSM.DE",0.005,0.024,2,-0.037,-0.022,-0.012,-0.001,0.002,0.015,0.026,0.04,0.058,"ProSiebenSat.1 Media SE","GER","Broadcasting - TV","Germany"
"KRZ.IR",0.005,0.022,3,-0.028,-0.011,-0.003,0.001,0.004,0.013,0.024,0.037,0.054,"Kerry Group plc","ISE","","Ireland"
"8GW.IR",0.005,0.022,3,-0.328,-0.138,-0.118,-0.021,-0.021,-0.006,0.014,0.021,625.788,"Great Western Mining Corporation PLC","ISE","","Ireland"
"RI.PA",0.006,0.026,3,-0.029,-0.014,-0.005,0.002,0.005,0.016,0.029,0.038,0.068,"Pernod Ricard SA","PAR","Beverages - Wineries & Distillers","France"
"AIR.PA",0.006,0.028,3,-0.029,-0.013,-0.005,0.003,0.005,0.015,0.025,0.041,0.074,"Airbus SE","PAR","","France"
"ML.PA",0.007,0.032,3,-0.044,-0.018,-0.009,-0.002,0,0.01,0.017,0.033,0.059,"Compagnie Générale des Etablissements Michelin","PAR","Rubber & Plastics","France"
"UG.PA",0.006,0.028,3,-0.036,-0.016,-0.008,0,0.004,0.015,0.023,0.034,0.052,"Peugeot S.A.","PAR","Auto Manufacturers - Major","France"
"SAN.PA",0.006,0.027,3,-0.047,-0.019,-0.01,-0.003,-0.001,0.012,0.019,0.028,0.057,"Sanofi","PAR","Drug Manufacturers - Major","France"
"AI.PA",0.012,0.051,3,-0.033,-0.016,-0.01,-0.002,0.003,0.015,0.025,0.038,0.071,"Air Liquide, société anonyme","PAR","Chemicals - Major Diversified","France"
"SU.PA",0.011,0.049,3,-0.035,-0.015,-0.007,-0.001,0.002,0.013,0.021,0.034,0.07,"Schneider Electric S.E.","PAR","Diversified Machinery","France"
"ATO.PA",0.006,0.028,3,-0.038,-0.018,-0.012,-0.005,0.001,0.009,0.02,0.032,0.067,"Atos SE","PAR","Information Technology Services","France"
"AC.PA",0.007,0.035,3,-0.037,-0.018,-0.009,0.003,0.006,0.022,0.036,0.056,0.087,"Accor SA","PAR","Lodging","France"
"SGO.PA",0.01,0.043,3,-0.049,-0.024,-0.015,-0.008,-0.005,0.008,0.021,0.029,0.051,"Compagnie de Saint-Gobain S.A.","PAR","General Building Materials","France"
"MC.PA",0.01,0.042,3,-0.025,-0.009,-0.003,0.004,0.008,0.018,0.028,0.041,0.065,"LVMH Moët Hennessy Louis Vuitton S.E.","PAR","Jewelry Stores","France"
"OR.PA",0.009,0.04,3,-0.027,-0.011,-0.004,0.002,0.005,0.014,0.022,0.033,0.054,"L'Oréal S.A.","PAR","Personal Products","France"
"FP.PA",0.009,0.041,3,-0.033,-0.011,-0.004,0.004,0.011,0.024,0.035,0.05,0.087,"TOTAL S.A.","PAR","Major Integrated Oil & Gas","France"
"SW.PA",0.005,0.025,3,-0.036,-0.015,-0.007,-0.001,0.002,0.011,0.021,0.035,0.059,"Sodexo S.A.","PAR","Business Services","France"
"FR.PA",0.009,0.039,3,-0.047,-0.024,-0.014,-0.001,0.002,0.013,0.02,0.03,0.061,"Valeo SA","PAR","Auto Parts","France"
"DG.PA",0.009,0.04,3,-0.033,-0.013,-0.005,-0.001,0.004,0.017,0.024,0.035,0.076,"VINCI SA","PAR","General Contractors","France"
"CAP.PA",0.007,0.03,3,-0.029,-0.013,-0.005,0.001,0.004,0.016,0.024,0.042,0.087,"Capgemini SE","PAR","","France"
"KER.PA",0.009,0.039,3,-0.023,-0.002,0.003,0.01,0.014,0.023,0.029,0.043,0.074,"Kering S.A.","PAR","","France"
"^FCHI",0.021,0.084,3,-0.03,-0.014,-0.003,0.004,0.008,0.02,0.03,0.044,0.076,"-","-","-","-"
"^N100",0.022,0.094,3,-0.03,-0.01,0,0.007,0.009,0.021,0.033,0.051,0.091,"-","-","-","-"
"EGL.LS",0.006,0.03,3,-0.037,-0.017,-0.009,-0.004,0.001,0.014,0.024,0.036,0.067,"Mota-Engil, SGPS, S.A.","LIS","","Portugal"
"NVG.LS",0.009,0.042,3,-0.04,-0.014,-0.004,0.005,0.01,0.021,0.03,0.043,0.072,"-","-","-","-"
"ALTR.LS",0.007,0.031,3,-0.04,-0.016,-0.006,0.004,0.007,0.026,0.038,0.053,0.082,"Altri, S.G.P.S., S.A.","LIS","","Portugal"
"COR.LS",0.005,0.025,3,-0.039,-0.022,-0.014,-0.005,0,0.009,0.017,0.027,0.047,"Corticeira Amorim, S.G.P.S., S.A.","LIS","","Portugal"
"SGRE.MC",0.006,0.027,3,-0.048,-0.024,-0.016,-0.007,-0.002,0.011,0.02,0.025,0.051,"-","-","-","-"
"BEI.DE",0.007,0.033,3,-0.035,-0.019,-0.009,-0.002,0.002,0.014,0.024,0.034,0.065,"Beiersdorf Aktiengesellschaft","GER","Personal Products","Germany"
"SAP.DE",0.011,0.047,3,-0.038,-0.013,-0.006,0.003,0.006,0.018,0.026,0.043,0.081,"SAP SE","GER","Technical & System Software","Germany"
"CON.DE",0.009,0.04,3,-0.034,-0.016,-0.007,-0.001,0.004,0.013,0.018,0.028,0.059,"Continental Aktiengesellschaft","GER","Auto Parts","Germany"
"SIE.DE",0.012,0.055,3,-0.039,-0.023,-0.01,0,0.006,0.016,0.028,0.041,0.069,"Siemens Aktiengesellschaft","GER","Diversified Machinery","Germany"
"TKA.DE",0.006,0.027,3,-0.047,-0.021,-0.014,-0.004,0,0.014,0.019,0.031,0.061,"ThyssenKrupp AG","GER","Steel & Iron","Germany"
"DAI.DE",0.011,0.049,3,-0.06,-0.019,-0.006,0.003,0.006,0.017,0.026,0.039,0.058,"Daimler AG","GER","Auto Manufacturers - Major","Germany"
"VOW3.DE",0.009,0.038,3,-0.039,-0.021,-0.012,-0.002,0.001,0.01,0.02,0.03,0.056,"Volkswagen Aktiengesellschaft","GER","Auto Manufacturers - Major","Germany"
"BMW.DE",0.01,0.043,3,-0.054,-0.022,-0.01,-0.002,0.001,0.015,0.021,0.031,0.067,"Bayerische Motoren Werke Aktiengesellschaft","GER","Auto Manufacturers - Major","Germany"
"FME.DE",0.006,0.027,3,-0.031,-0.013,-0.004,0.001,0.003,0.011,0.018,0.029,0.058,"Fresenius Medical Care AG & Co. KGAA","GER","Hospitals","Germany"
"LIN.DE",0.006,0.03,3,-0.04,-0.022,-0.009,-0.002,0.001,0.011,0.02,0.03,0.066,"Linde Aktiengesellschaft","GER","Chemicals - Major Diversified","Germany"
"MUV2.DE",0.008,0.033,3,-0.037,-0.016,-0.009,-0.001,0.005,0.015,0.027,0.039,0.063,"Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft","GER","Property & Casualty Insurance","Germany"
"HEI.DE",0.007,0.031,3,-0.049,-0.023,-0.015,-0.008,-0.003,0.008,0.015,0.032,0.057,"HeidelbergCement AG","GER","General Building Materials","Germany"
"MRK.DE",0.006,0.027,3,-0.041,-0.018,-0.01,-0.005,-0.002,0.006,0.016,0.026,0.045,"Merck Kommanditgesellschaft auf Aktien","GER","Drugs - Generic","Germany"
"ALV.DE",0.012,0.052,3,-0.035,-0.016,-0.008,0.003,0.006,0.017,0.025,0.038,0.068,"Allianz SE","GER","Property & Casualty Insurance","Germany"
"HEN3.DE",0.007,0.032,3,-0.039,-0.019,-0.012,-0.005,-0.001,0.01,0.017,0.026,0.055,"Henkel AG & Co. KGaA","GER","Personal Products","Germany"
"BAYN.DE",0.007,0.033,3,-0.056,-0.026,-0.017,-0.006,-0.003,0.009,0.017,0.027,0.043,"Bayer Aktiengesellschaft","GER","Drug Manufacturers - Major","Germany"
"BAS.DE",0.016,0.069,3,-0.039,-0.013,-0.005,0,0.003,0.014,0.024,0.036,0.057,"BASF SE","GER","Chemicals - Major Diversified","Germany"
"^GDAXI",0.021,0.084,3,-0.032,-0.012,-0.003,0.005,0.007,0.018,0.029,0.04,0.07,"-","-","-","-"
"ENGI.PA",0.008,0.036,4,-0.043,-0.017,-0.008,-0.002,0.002,0.011,0.023,0.04,0.07,"ENGIE SA","PAR","","France"
"RENE.LS",0.006,0.03,4,-0.036,-0.016,-0.009,0,0.004,0.013,0.023,0.039,0.068,"REN - Redes Energéticas Nacionais, SGPS, S.A.","LIS","","Portugal"
"EDP.LS",0.005,0.023,4,-0.035,-0.016,-0.007,-0.001,0.002,0.012,0.023,0.032,0.07,"EDP - Energias de Portugal, S.A.","LIS","","Portugal"
"IBE.MC",0.009,0.039,4,-0.047,-0.024,-0.014,-0.002,0.002,0.012,0.021,0.034,0.053,"Iberdrola, S.A.","MCE","Diversified Utilities","Spain"
"ENG.MC",0.007,0.03,4,-0.032,-0.019,-0.013,-0.003,0.001,0.012,0.021,0.035,0.059,"Enagás, S.A.","MCE","Gas Utilities","Spain"
"ELE.MC",0.01,0.042,4,-0.044,-0.021,-0.011,-0.001,0.002,0.012,0.021,0.033,0.059,"Endesa, S.A.","MCE","Diversified Utilities","Spain"
"REE.MC",0.007,0.03,4,-0.04,-0.02,-0.011,-0.005,-0.003,0.008,0.017,0.03,0.063,"Red Eléctrica Corporación, S.A.","MCE","Electric Utilities","Spain"
"ANA.MC",0.006,0.028,4,-0.039,-0.022,-0.016,-0.006,-0.004,0.007,0.018,0.029,0.073,"Acciona, S.A.","MCE","General Contractors","Spain"
"EOAN.DE",0.007,0.031,4,-0.049,-0.021,-0.012,-0.005,0.001,0.009,0.021,0.037,0.063,"E.ON SE","GER","Diversified Utilities","Germany"
"RWE.DE",0.006,0.027,4,-0.039,-0.016,-0.006,0.003,0.006,0.02,0.03,0.048,0.078,"RWE Aktiengesellschaft","GER","Diversified Utilities","Germany"
