"","StationaryDistribution","GOP","Membership","QuantileDR.10","QuantileDR.25","QuantileDR.35","QuantileDR.45","QuantileDR.50","QuantileDR.65","QuantileDR.75","QuantileDR.85","QuantileDR.95","Ticker","Name"
"XD5F.F",0.052,0.128,2,-0.011,-0.003,-0.001,0,0.001,0.003,0.005,0.006,0.009,"XD5F.F","db x-trackers - EURO STOXX 50 ex Financials UCITS ETF (DR)"
"EL4B.F",0.033,0.079,2,-0.01,-0.004,-0.002,0,0,0.002,0.004,0.006,0.009,"EL4B.F","Deka EURO STOXX 50 UCITS ETF"
"EL4B.DE",0.022,0.046,3,-0.011,-0.005,-0.002,0,0,0.003,0.004,0.006,0.01,"EL4B.DE","Deka EURO STOXX 50 UCITS ETF"
"SC0D.DE",0.034,0.067,3,-0.011,-0.004,-0.001,0,0,0.003,0.005,0.007,0.01,"SC0D.DE","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"ELFA.DE",0.007,0.023,3,-0.008,-0.003,0,0,0,0.001,0.003,0.006,0.011,"ELFA.DE","Deka EURO STOXX 50 (thes.) UCITS ETF"
"C5E.PA",0.017,0.039,3,-0.008,-0.004,-0.002,0,0.001,0.002,0.004,0.006,0.009,"C5E.PA","Amundi ETF STOXX Europe 50 UCITS ETF"
"CSX5.AS",0.032,0.064,3,-0.011,-0.005,-0.002,0,0,0.002,0.004,0.006,0.009,"CSX5.AS","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"C050.DE",0.026,0.06,3,-0.011,-0.005,-0.002,0,0,0.003,0.004,0.007,0.009,"C050.DE","ComStage - EURO STOXX 50 NR UCITS ETF"
"C054.SG",0.01,0.031,3,-0.01,-0.003,-0.001,0,0.001,0.002,0.003,0.004,0.008,"C054.SG","ComStage - FR EURO STOXX 50 UCITS ETF"
"DXSP.DE",0.037,0.074,3,-0.008,-0.005,-0.003,-0.001,0,0.001,0.004,0.008,0.013,"DXSP.DE","db x-trackers - EURO STOXX 50 Short Daily UCITS ETF"
"EUE.MI",0.01,0.021,4,-0.012,-0.005,-0.002,0,0,0.003,0.005,0.007,0.01,"EUE.MI","ISHARES EURO STOXX 50 UCITS ETF"
"BXX.MI",0.011,0.021,4,-0.015,-0.01,-0.006,-0.003,0,0.004,0.009,0.015,0.025,"BXX.MI","LYXOR UCITS ETF EUSTOXX50 DAILY"
"DJLEV.MI",0.01,0.019,4,-0.022,-0.009,-0.003,-0.001,0,0.005,0.01,0.013,0.02,"DJLEV.MI","LYXOR UCITS ETF EUSTOXX50 DAILY"
